,tokens,h,t,relation,relation_definition,r_pid,has_relation,relation_prop_wiki,possible_probs
866,"['He', 'was', 'married', 'to', 'Eva', 'Funck', 'and', 'they', 'have', 'a', 'son', 'Gustav', '.']","['gustav', 'Q5621122', [[11]]]","['eva funck', 'Q4949242', [[4, 5]]]",mother,"female parent of the subject. For stepmother, use ""stepparent"" (P3448)",P25,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q5621122'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q4949242'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P25'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q5621122'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q4949242'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P25', 'P40']"
867,"['Her', 'second', 'marriage', 'was', 'to', 'Raymond', 'VI', ',', 'Count', 'of', 'Toulouse', ',', 'son', 'of', 'Raymond', 'V', 'of', 'Toulouse', 'and', 'Constance', 'of', 'France', ',', 'daughter', 'of', 'Louis', 'VI', 'of', 'France', '.']","['raymond vi, count of toulouse', 'Q356564', [[5, 6, 7, 8, 9, 10]]]","['constance of france', 'Q1186147', [[19, 20, 21]]]",mother,"female parent of the subject. For stepmother, use ""stepparent"" (P3448)",P25,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q356564'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1186147'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P25'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q356564'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1186147'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P25', 'P40']"
868,"['According', 'to', 'the', 'traditional', 'principle', 'of', 'seniority', ',', 'Béla', 'preserved', 'his', 'claim', 'to', 'succeed', 'his', 'brother', 'even', 'after', 'Andrew', ""'s"", 'wife', 'Anastasia', 'of', 'Kiev', 'gave', 'birth', 'to', 'Solomon', 'in', '1053', '.']","['solomon', 'Q318824', [[27]]]","['anastasia of kiev', 'Q234724', [[21, 22, 23]]]",mother,"female parent of the subject. For stepmother, use ""stepparent"" (P3448)",P25,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q318824'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q234724'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P25'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q318824'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q234724'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P25', 'P40']"
869,"['Murong', 'Xi', 'was', 'born', 'in', '385', ',', 'to', 'Murong', 'Chui', 'and', 'his', 'concubine', 'Consort', 'Duan', ',', 'soon', 'after', 'Murong', 'Chui', 'had', 'established', 'Later', 'Yan', '.']","['murong xi', 'Q1071544', [[0, 1]]]","['consort duan', 'Q5374474', [[13, 14]]]",mother,"female parent of the subject. For stepmother, use ""stepparent"" (P3448)",P25,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1071544'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q5374474'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P25'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1071544'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q5374474'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P25', 'P40']"
870,"['Johnny', 'Kirkland', '(', 'Connery', ')', 'is', 'a', 'university', 'student', 'having', 'problems', 'with', 'his', 'alcoholic', 'and', 'emotionally', 'damaged', 'mother', '(', 'Cilento', ')', ',', 'who', 'was', 'recently', 'divorced', '.']","['connery', 'Q538123', [[3]]]","['cilento', 'Q238871', [[19]]]",mother,"female parent of the subject. For stepmother, use ""stepparent"" (P3448)",P25,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q538123'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q238871'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q538123'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q238871'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P25'}}]","['P40', 'P25']"
871,"['His', 'father', 'was', 'Prince', 'Henry', 'of', 'Battenberg', ',', 'the', 'son', 'of', 'Prince', 'Alexander', 'of', 'Hesse', 'and', 'by', 'Rhine', 'and', 'Julie', '""', 'née', '""', 'Countess', 'of', 'Hauke', '.']","['prince henry of battenberg', 'Q444347', [[3, 4, 5, 6]]]","['julie ""née"" countess of hauke', 'Q237311', [[19, 20, 21, 22, 23, 24, 25]]]",mother,"female parent of the subject. For stepmother, use ""stepparent"" (P3448)",P25,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q444347'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q237311'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q444347'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q237311'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P25'}}]","['P40', 'P25']"
872,"['On', 'September', '10', ',', '1882', ',', 'Fola', 'La', 'Follette', 'was', 'born', 'the', 'first', 'child', 'to', 'lawyer', 'and', 'women', ""'s"", 'suffrage', 'leader', 'Belle', 'Case', 'La', 'Follette', 'and', 'progressive', 'politician', 'Robert', 'La', 'Follette', 'in', 'Madison', ',', 'Wisconsin', '.']","['fola la follette', 'Q5464230', [[6, 7, 8]]]","['belle case la follette', 'Q4883611', [[21, 22, 23, 24]]]",mother,"female parent of the subject. For stepmother, use ""stepparent"" (P3448)",P25,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q5464230'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q4883611'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P25'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q5464230'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q4883611'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P25', 'P40']"
873,"['Real', '-', 'life', 'mother', 'and', 'daughter', ',', 'Phyllida', 'Law', 'and', 'Sophie', 'Thompson', ',', 'portrayed', 'Mrs', 'and', 'Miss', 'Bates', '.']","['sophie thompson', 'Q467362', [[10, 11]]]","['phyllida law', 'Q432357', [[7, 8]]]",mother,"female parent of the subject. For stepmother, use ""stepparent"" (P3448)",P25,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q467362'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q432357'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P25'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q467362'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q432357'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P25', 'P40']"
874,"['John', 'Bolling', 'was', 'the', 'son', 'of', 'Colonel', 'Robert', 'Bolling', 'and', 'Jane', '(', 'née', 'Rolfe', ')', 'Bolling', '.']","['john bolling', 'Q3181089', [[0, 1]]]","['jane (née rolfe) bolling', 'Q6152682', [[10, 11, 12, 13, 14, 15]]]",mother,"female parent of the subject. For stepmother, use ""stepparent"" (P3448)",P25,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q3181089'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q6152682'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q3181089'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q6152682'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P25'}}]","['P40', 'P25']"
875,"['Bharata', 'learns', 'of', 'all', 'that', 'has', 'happened', 'and', 'chastises', 'his', 'mother', ',', 'Queen', 'Kaikeyi', '.']","['bharata', 'Q1978615', [[0]]]","['kaikeyi', 'Q2046291', [[13]]]",mother,"female parent of the subject. For stepmother, use ""stepparent"" (P3448)",P25,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1978615'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2046291'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1978615'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2046291'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P25'}}]","['P40', 'P25']"
876,"['Joanna', 'gives', 'birth', 'to', 'two', 'legitimate', 'children', ',', 'Elen', 'and', 'Dafydd', '.']","['dafydd', 'Q1157156', [[10]]]","['joanna', 'Q1091368', [[0]]]",mother,"female parent of the subject. For stepmother, use ""stepparent"" (P3448)",P25,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1157156'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1091368'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P25'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1157156'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q1091368'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P25', 'P40']"
877,"['Madelyn', 'Dunham', 'gave', 'birth', 'to', 'their', 'only', 'child', ',', 'a', 'daughter', 'named', 'Stanley', 'Ann', 'Dunham', ',', 'who', 'was', 'later', 'known', 'as', 'Ann', ',', 'at', 'St.', 'Francis', 'Hospital', 'in', 'Wichita', 'on', 'November', '29', ',', '1942', '.']","['stanley ann dunham', 'Q766106', [[12, 13, 14]]]","['madelyn dunham', 'Q2856311', [[0, 1]]]",mother,"female parent of the subject. For stepmother, use ""stepparent"" (P3448)",P25,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q766106'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2856311'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P25'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q766106'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q2856311'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P25', 'P40']"
878,"['In', 'the', 'MC2', 'universe', ',', 'the', 'daughter', 'of', 'Hank', 'Pym', 'and', 'Janet', 'van', 'Dyne', 'is', 'Hope', 'Pym', ',', 'also', 'known', 'as', 'the', 'supervillain', 'Red', 'Queen', '.']","['hope pym', 'Q19880512', [[15, 16]]]","['janet van dyne', 'Q648125', [[11, 12, 13]]]",mother,"female parent of the subject. For stepmother, use ""stepparent"" (P3448)",P25,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q19880512'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q648125'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P25'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q19880512'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q648125'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P25', 'P40']"
879,"['Later', ',', 'Eudocia', 'sent', 'a', 'portion', 'of', 'the', 'chains', 'to', 'Rome', 'with', 'her', 'daughter', 'Licinia', 'Eudoxia', ',', 'the', 'wife', 'of', 'Valentinian', 'III', '.']","['licinia eudoxia', 'Q232329', [[14, 15]]]","['eudocia', 'Q229307', [[2]]]",mother,"female parent of the subject. For stepmother, use ""stepparent"" (P3448)",P25,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q232329'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q229307'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P25'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q232329'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q229307'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P25', 'P40']"
880,"['Frederik', 'Magle', 'was', 'born', 'in', 'Stubbekøbing', ',', 'the', 'son', 'of', 'actress', 'and', 'writer', 'Mimi', 'Heinrich', 'and', 'organist', ',', 'painter', 'and', 'sculptor', 'Christian', 'Reesen', 'Magle', '(', '1925–96', ')', '.']","['frederik magle', 'Q946146', [[0, 1]]]","['mimi heinrich', 'Q6862141', [[13, 14]]]",mother,"female parent of the subject. For stepmother, use ""stepparent"" (P3448)",P25,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q946146'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q6862141'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P25'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q946146'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q6862141'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P25', 'P40']"
881,"['Victoria', 'Price', 'was', 'born', 'April', '27', ',', '1962', ',', 'at', 'St', 'John', ""'s"", 'Hospital', 'in', 'Santa', 'Monica', ',', 'California', ',', 'to', 'actor', 'Vincent', 'Price', 'and', 'his', 'second', 'wife', ',', 'Mary', 'Grant', 'Price', '.']","['victoria price', 'Q20646345', [[0, 1]]]","['mary grant price', 'Q6779667', [[29, 30, 31]]]",mother,"female parent of the subject. For stepmother, use ""stepparent"" (P3448)",P25,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q20646345'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q6779667'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P25'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q20646345'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q6779667'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P25', 'P40']"
882,"['Aristobulus', 'IV', 'was', 'the', 'son', 'of', 'King', 'Herod', 'and', 'Mariamne', 'I', ',', 'a', 'Hasmonaean', 'princess', 'related', 'to', 'the', 'renowned', 'Judas', 'Maccabaeus', '.']","['aristobulus iv', 'Q716075', [[0, 1]]]","['mariamne i', 'Q266601', [[9, 10]]]",mother,"female parent of the subject. For stepmother, use ""stepparent"" (P3448)",P25,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q716075'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q266601'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P25'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q716075'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q266601'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P25', 'P40']"
883,"['It', 'was', 'attended', 'by', 'Kang', 'Pan', '-', 'sok', ',', 'the', 'mother', 'of', 'Kim', 'Il', '-', 'sung', 'who', 'sometimes', 'accompanied', 'her', 'there', '.']","['kim il-sung', 'Q41117', [[12, 13, 14, 15]]]","['kang pan-sok', 'Q709975', [[4, 5, 6, 7]]]",mother,"female parent of the subject. For stepmother, use ""stepparent"" (P3448)",P25,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q41117'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q709975'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q41117'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q709975'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P25'}}]","['P40', 'P25']"
884,"['Arcadius', ""'s"", 'wife', 'Aelia', 'Eudoxia', 'bore', 'him', 'a', 'daughter', '(', 'St.', 'Pulcheria', ')', 'and', 'a', 'son', '(', 'Theodosius', 'II', ')', ',', 'who', 'became', 'Emperor', 'at', 'age', 'seven', '.']","['theodosius ii', 'Q160353', [[17, 18]]]","['aelia eudoxia', 'Q232981', [[3, 4]]]",mother,"female parent of the subject. For stepmother, use ""stepparent"" (P3448)",P25,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q160353'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q232981'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P25'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q160353'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q232981'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P25', 'P40']"
885,"['Via', 'Linda', 'Christian', ',', 'her', 'sister', ',', 'Welter', 'was', 'sister', '-', 'in', '-', 'law', 'of', 'the', 'actor', 'Tyrone', 'Power', 'and', 'aunt', 'of', 'the', 'also', 'actors', 'Taryn', 'Power', 'and', 'Romina', 'Power', '.']","['taryn power', 'Q273774', [[25, 26]]]","['linda christian', 'Q236164', [[1, 2]]]",mother,"female parent of the subject. For stepmother, use ""stepparent"" (P3448)",P25,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q273774'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q236164'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q273774'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q236164'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P25'}}]","['P40', 'P25']"
886,"['From', 'his', 'father', ',', 'Philip', 'I', 'of', 'Castile', ',', 'he', 'inherited', 'the', 'Burgundian', 'Netherlands', ',', 'which', 'came', 'from', 'his', 'paternal', 'grandmother', ',', 'Mary', 'of', 'Burgundy', '.']","['philip i of castile', 'Q157098', [[4, 5, 6, 7]]]","['mary of burgundy', 'Q157073', [[22, 23, 24]]]",mother,"female parent of the subject. For stepmother, use ""stepparent"" (P3448)",P25,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q157098'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q157073'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q157098'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q157073'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P25'}}]","['P40', 'P25']"
887,"['""', 'One', 'Last', 'Dance', '""', 'was', 'choreographed', 'by', 'Patsy', 'Swayze', ',', 'Niemi', ""'s"", 'mother', '-', 'in', '-', 'law', 'and', 'the', 'mother', 'of', 'Patrick', 'Swayze', '.']","['patrick swayze', 'Q49004', [[22, 23]]]","['patsy swayze', 'Q15429447', [[8, 9]]]",mother,"female parent of the subject. For stepmother, use ""stepparent"" (P3448)",P25,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q49004'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q15429447'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P25'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q49004'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q15429447'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}]","['P25', 'P40']"
888,"['Initially', ',', 'Northern', 'Zhou', 'continued', 'to', 'detain', 'Chen', 'Xu', ""'s"", 'wife', 'Liu', 'Jingyan', 'and', 'son', 'Chen', 'Shubao', ',', 'but', 'after', 'further', 'negotiations', ',', 'Northern', 'Zhou', 'released', 'them', 'as', 'well', '.']","['chen shubao', 'Q718206', [[15, 16]]]","['liu jingyan', 'Q712175', [[11, 12]]]",mother,"female parent of the subject. For stepmother, use ""stepparent"" (P3448)",P25,True,"[{'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q718206'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q712175'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P40'}}, {'from': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q718206'}, 'to': {'type': 'uri', 'value': 'http://www.wikidata.org/entity/Q712175'}, 'prop': {'type': 'uri', 'value': 'http://www.wikidata.org/prop/direct/P25'}}]","['P40', 'P25']"
